CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
28925,FACULDADE PARAIBANA DE PATOS,FAPP,Privada,N,N,N,Faculdade,000000002510808,Patos,PB,Ativa
1038,FACULDADES INTEGRADAS DE TRÊS LAGOAS,AEMS,Privada,N,N,N,Faculdade,000000005008305,Três Lagoas,MS,Ativa
30011,Faculdade Sumaré,FS,Privada,N,N,N,Faculdade,000000005200258,Águas Lindas de Goiás,GO,Ativa
1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,UNILAGO,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Ativa
801,FACULDADE MONTENEGRO,FAM,Privada,N,N,N,Faculdade,000000002912103,Ibicaraí,BA,Extinta
21680,FACULDADE CEAFI,,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
14211,Faculdade Presidente Antônio Carlos de Nazareno,FUNEES,Privada,N,N,N,Faculdade,000000003144508,Nazareno,MG,Extinta
3146,FACULDADE DE ODONTOLOGIA DO RECIFE,FOR,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
762,FACULDADES INTEGRADAS DE FÁTIMA DO SUL,FIFASUL,Privada,N,N,N,Faculdade,000000005003801,Fátima do Sul,MS,Extinta
19214,Faculdade Norte e Nordeste do Brasil,FANOR - BRASIL,Privada,N,N,N,Faculdade,000000002105427,Itinga do Maranhão,MA,Ativa
27103,UNIVERSIDADE DO DISTRITO FEDERAL,UnDF,Pública,N,N,N,Universidade,000000005300108,Brasília,DF,Ativa
983,FACULDADE PRUDENTE DE MORAES,FPM,Privada,N,N,N,Faculdade,000000003523909,Itu,SP,Extinta
20709,Faculdade Fecomercio Roraima,FACORR,Privada,N,N,N,Faculdade,000000001400100,Boa Vista,RR,Extinta
24392,FACULDADE DINÂMICA,FACDIN,Privada,N,N,N,Faculdade,000000005219704,Santa Terezinha de Goiás,GO,Ativa
4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Pública,N,N,N,Universidade,000000001302603,Manaus,AM,Ativa
700,FACULDADE DE EDUCAÇÃO DE ITABORAÍ,FEITA,Pública,N,N,N,Faculdade,000000003301900,Itaboraí,RJ,Ativa
5033,FACULDADE PRISMA,FAP,Privada,N,N,N,Faculdade,000000003143302,Montes Claros,MG,Extinta
659,FACULDADE DE CIÊNCIAS HUMANAS DO SUL PAULISTA,FACHI,Privada,N,N,N,Faculdade,000000003522406,Itapeva,SP,Extinta
5352,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE NATAL,FACITEN,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Extinta
452,CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,Privada,N,S,N,Centro Universitário,000000001302603,Manaus,AM,Ativa
21691,Faculdade Pitágoras Belo Jardim,,Privada,N,N,N,Faculdade,000000002601706,Belo Jardim,PE,Extinta
15757,Faculdade de Tecnologia de Barueri,Fatec Barueri,Pública,N,N,N,Faculdade,000000003505708,Barueri,SP,Ativa
14342,FACULDADE REDENTOR DE CAMPOS,FACREDENTOR,Privada,N,N,N,Faculdade,000000003301009,Campos dos Goytacazes,RJ,Extinta
1292,Centro Universitário de Adamantina,FAI,Pública,N,N,N,Centro Universitário,000000003500105,Adamantina,SP,Ativa
3525,"FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB",FAECAD,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
21362,Faculdade Centro Oeste Catanduvas,FACOC,Privada,N,N,N,Faculdade,000000004204004,Catanduvas,SC,Ativa
21537,Faculdade de Santo Ângelo,FASA,Privada,N,N,N,Faculdade,000000004317509,Santo Ângelo,RS,Ativa
1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Privada,N,N,N,Faculdade,000000003515509,Fernandópolis,SP,Ativa
22441,FACULDADE Ensin.E,ENSIN.E,Privada,N,N,N,Faculdade,000000003136702,Juiz de Fora,MG,Ativa
22419,Universidade Corporativa dos Correios,,Privada,N,N,N,Escola de Governo,000000005300108,Brasília,DF,Ativa
24677,Faculdade FaCiencia,FaCiencia,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
18034,Centro de Ensino Superior Riograndense,CESURG,Privada,N,N,N,Faculdade,000000004320107,Sarandi,RS,Ativa
3609,FACULDADES INTEGRADAS IPITANGA,FACIIP,Privada,N,N,N,Faculdade,000000002919207,Lauro de Freitas,BA,Ativa
1970,Faculdade Multivix de Cachoeiro,Multivix Cachoeiro,Privada,N,N,N,Faculdade,000000003201209,Cachoeiro de Itapemirim,ES,Ativa
18133,Centro Universitário Facunicamps Goiânia,FACUNICAMPS GOIÂNIA,Privada,N,N,N,Centro Universitário,000000005208707,Goiânia,GO,Ativa
2548,"FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL",FATEFIG,Privada,N,N,N,Faculdade,000000001508100,Tucuruí,PA,Ativa
1190,FACULDADE INTEGRAL CANTAREIRA,F.I.C.,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
4446,FACULDADE CIDADE DE GUANHÃES - FACIG,FACIG,Privada,N,N,N,Faculdade,000000003128006,Guanhães,MG,Extinta
4629,Faculdade Innovare,FACINN,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
5591,FACULDADES INTEGRADAS CAMÕES,FICA,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
1743,FACULDADE DE TECNOLOGIA OSWALDO CRUZ,FATEC OSWALDO CRUZ,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
20100,Instituto Leya de Educação Superior,Leya,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Privada,N,N,N,Centro Universitário,000000005300108,Brasília,DF,Ativa
19255,Faculdade Pitágoras de Bom Jesus da Lapa,,Privada,N,N,N,Faculdade,000000002903904,Bom Jesus da Lapa,BA,Extinta
1733,FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON,ISEPE  RONDON,Privada,N,N,N,Faculdade,000000004114609,Marechal Cândido Rondon,PR,Ativa
22470,Faculdade Universalis,FACSALIS,Privada,N,N,N,Faculdade,000000002800308,Aracaju,SE,Ativa
17348,Faculdade Alis de Itabirito,null,Privada,N,N,N,Faculdade,000000003131901,Itabirito,MG,Ativa
17628,Centro Universitário do Maciço de Baturité,null,Privada,N,N,N,Centro Universitário,000000002302107,Baturité,CE,Ativa
2626,FACULDADE DE COMUNICAÇÃO SOCIAL SANTA EFIGÊNIA,FACULDADE VEREDAS,Privada,N,N,N,Faculdade,000000003118304,Conselheiro Lafaiete,MG,Extinta
10385,INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES,ITESP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
12772,Faculdade Senac em Minas - Belo Horizonte,FACSENAC-MG/BH,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1598,CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA,null,Privada,N,N,N,Centro Universitário,000000003170206,Uberlândia,MG,Ativa
26702,FACULDADE CATÓLICA DO AMAZONAS,,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Ativa
29925,Faculdade Santa Dulce,FSD,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
11007,FACULDADE CENTRO OESTE DO PARANÁ,FACEOPAR,Privada,N,N,N,Faculdade,000000004113304,Laranjeiras do Sul,PR,Extinta
1493,CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Privada,N,N,N,Centro Universitário,000000005208707,Goiânia,GO,Ativa
23000,Faculdade de Tecnologia e Ciências - FTC Caucaia,FTC Caucaia,Privada,N,N,N,Faculdade,000000002303709,Caucaia,CE,Ativa
20098,Faculdade Integração,FI,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
20651,Faculdades IDAAM,IDAAM,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Ativa
22266,Instituto de Desenvolvimento Tecnológico da FGV,FGV/IDT,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
4443,Faculdade Meridional de Ijuí,IMED,Privada,N,N,N,Faculdade,000000004310207,Ijuí,RS,Ativa
24196,FACULDADE CLEBER LEITE - EAD,FCL - EAD,Privada,N,N,N,Faculdade,000000003547809,Santo André,SP,Ativa
1455,FACULDADE SANTÍSSIMO SACRAMENTO,FSSS,Privada,N,N,N,Faculdade,000000002900702,Alagoinhas,BA,Ativa
5357,FACULDADE DE CIÊNCIAS APLICADAS E TECNOLÓGICAS DO LITORAL SUL,null,Privada,N,N,N,Faculdade,000000003522109,Itanhaém,SP,Extinta
22748,FACULDADES FAMEP,FAMEP,Privada,N,N,N,Faculdade,000000002210508,São Pedro do Piauí,PI,Ativa
1882,FACULDADE DE ASSUNTOS ACADÊMICOS E CIENTÍFICOS MONSENHOR EDISSON VIEIRA LÍCIO,FAACI,Privada,N,N,N,Faculdade,000000003503802,Artur Nogueira,SP,Extinta
1079,FACULDADE MARINGÁ,CESPAR,Privada,N,N,N,Faculdade,000000004115200,Maringá,PR,Ativa
17765,Faculdade Santa Maria,FASAMP,Privada,N,N,N,Faculdade,000000002108603,Pinheiro,MA,Extinta
3921,CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA,null,Privada,N,N,N,Centro Universitário,000000002919553,Luís Eduardo Magalhães,BA,Ativa
3835,UNIVERSIDADE VIRTUAL DO ESTADO DO MARANHÃO,UNIVIMA,Pública,N,N,N,Universidade,000000002111300,São Luís,MA,Ativa
22028,Faculdade CTA,CTA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
665,UNIVERSIDADE DE TAUBATÉ,UNITAU,Pública,N,N,N,Universidade,000000003554102,Taubaté,SP,Ativa
12523,Faculdade da Serra Gaúcha de Bento Gonçalves,null,Privada,N,N,N,Faculdade,000000004302105,Bento Gonçalves,RS,Ativa
27101,FACULDADE SANTA CASA DE PASSOS,FSCP,Privada,N,N,N,Faculdade,000000003147907,Passos,MG,Ativa
5078,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,null,Pública,N,N,N,Universidade,000000004202008,Balneário Camboriú,SC,Extinta
20606,Faculdade de Tecnologia e Ciências,FTC Juazeiro,Privada,N,N,N,Faculdade,000000002918407,Juazeiro,BA,Ativa
4582,FACULDADE CENTRO SUL DO PARANÁ,FACSPAR,Privada,N,N,N,Faculdade,000000004125605,São Mateus do Sul,PR,Extinta
13764,FACULDADE DE TECNOLOGIA DE AMPÉRE,FAMPERTEC,Privada,N,N,N,Faculdade,000000004101002,Ampére,PR,Extinta
1420,FACULDADES DE DRACENA,null,Privada,N,N,N,Faculdade,000000003514403,Dracena,SP,Ativa
22462,FACULDADE UNIRB - CIDADE DE FORTALEZA,F. UNIRB,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
5520,FACULDADE CATHEDRAL,FACES,Privada,N,N,N,Faculdade,000000001400100,Boa Vista,RR,Ativa
446,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Privada,S,N,N,Universidade,000000004306106,Cruz Alta,RS,Ativa
1521,FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM,ESTÁCIO BELÉM,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
14208,Faculdade Presidente Antônio Carlos de Lagoa dos Patos,FUNEES,Privada,N,N,N,Faculdade,000000003137304,Lagoa dos Patos,MG,Extinta
23200,Faculdade UNISUL de Educação de Itajaí,,Privada,N,N,N,Faculdade,000000004208203,Itajaí,SC,Ativa
2332,Faculdade Ibero Americana de São Paulo,FIASP,Privada,N,N,N,Faculdade,000000003538808,Piraju,SP,Ativa
26974,Escola do Futuro do Estado de Goiás em Artes Basileu França,EFGABF,Pública,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
25441,Faculdade Paulista de Bem Estar e Saúde,,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1797,FACULDADES LONDRINA,null,Privada,N,N,N,Faculdade,000000004113700,Londrina,PR,Ativa
793,Centro Universitário Estácio de São Paulo,ESTÁCIO SÃO PAULO,Privada,N,N,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
14098,Faculdade Presidente Antônio Carlos de Almenara,FUNEC Almenara,Privada,N,N,N,Faculdade,000000003101706,Almenara,MG,Extinta
1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,null,Privada,N,N,N,Centro Universitário,000000004216602,São José,SC,Ativa
22939,Faculdade de Tecnologia de Araraquara,FATEC ARQ,Pública,N,N,N,Faculdade,000000003503208,Araraquara,SP,Ativa
18628,Faculdade Pitágoras de Luis Eduardo Magalhães,,Privada,N,N,N,Faculdade,000000002919553,Luís Eduardo Magalhães,BA,Ativa
1318,FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,null,Privada,N,N,N,Faculdade,000000002933307,Vitória da Conquista,BA,Ativa
2687,FACULDADE DOM ALBERTO,FDA,Privada,N,N,N,Faculdade,000000004316808,Santa Cruz do Sul,RS,Ativa
14097,FACULDADE REFIDIM,Refidim,Privada,N,N,N,Faculdade,000000004209102,Joinville,SC,Ativa
481,Universidade Universus Veritas Guarulhos,Univeritas UNG,Privada,N,N,N,Universidade,000000003518800,Guarulhos,SP,Ativa
18065,CISNE - FACULDADE DE QUIXADÁ,CFQ,Privada,N,N,N,Faculdade,000000002311306,Quixadá,CE,Ativa
2056,CENTRO UNIVERSITÁRIO DA ALTA PAULISTA,Unifadap,Privada,N,N,N,Centro Universitário,000000003555000,Tupã,SP,Ativa
1252,FACULDADE PROMOVE DE MINAS GERAIS,PROMOVE,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
13828,FACULDADE ISEIB DE BELO HORIZONTE,FIBH,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1607,FACULDADE LUTERANA SÃO MARCOS,FALSM,Privada,N,N,N,Faculdade,000000004300604,Alvorada,RS,Extinta
918,CENTRO UNIVERSITÁRIO UNIVEL,null,Privada,N,N,N,Centro Universitário,000000004104808,Cascavel,PR,Ativa
455,FACULDADE DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO,FAFOPEE,Privada,N,N,N,Faculdade,000000004303509,Camaquã,RS,Extinta
3587,FACULDADE DIOCESANA SÃO JOSÉ,FADISI,Privada,N,N,N,Faculdade,000000001200401,Rio Branco,AC,Ativa
26777,ACADEMIA DA FORÇA AÉREA,AFA,Pública,N,N,N,Faculdade,000000003539301,Pirassununga,SP,Ativa
14095,FACULDADE DE TECNOLOGIA FUTURO,Fatec Futuro,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
24965,Faculdade de Tecnologia e Ciências de Campina Grande,FTC Camp Grande,Privada,N,N,N,Faculdade,000000002504009,Campina Grande,PB,Extinta
24676,Faculdade de Medicina de Ji-Paraná,FAMEJIPA,Privada,N,N,N,Faculdade,000000001100122,Ji-Paraná,RO,Ativa
3680,FACULDADE UNINTA FORTALEZA - Gestão e Negócios,null,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
3955,FACULDADES INTEGRADAS DE CATAGUASES,FIC,Privada,N,N,N,Faculdade,000000003115300,Cataguases,MG,Extinta
4097,Centro Universitário Uniftec Bento Gonçalves,null,Privada,N,N,N,Centro Universitário,000000004302105,Bento Gonçalves,RS,Ativa
19216,FACULDADE GOYAZES DO DISTRITO FEDERAL,FG-DF,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
4199,Faculdade JK Brasília - Recanto das Emas II,null,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
21573,Faculdade Nepuga,NEPUGA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000002408102,Natal,RN,Ativa
13897,FACULDADE LABORO,Laboro,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
21898,FACULDADE MAURÍCIO DE NASSAU DE BLUMENAU,FMN BLUMENAU,Privada,N,N,N,Faculdade,000000004202404,Blumenau,SC,Extinta
3411,FACULDADE DE JANDIRA,null,Privada,N,N,N,Faculdade,000000003525003,Jandira,SP,Extinta
22326,Faculdade Brasília,FBr,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
17763,Faculdade SENAI da Paraíba,,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
26411,Instituto de Estudos Estratégicos em Ciências Sociais,IEECS,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
3160,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000002704302,Maceió,AL,Ativa
11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO,ESNS-SP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
17352,Faculdade de Educação Memorial Adelaide Franco,FEMAF,Privada,N,N,N,Faculdade,000000002108207,Pedreiras,MA,Ativa
29104,Faculdade Tapajós Educacional,FTE,Privada,N,N,N,Faculdade,000000001505536,Parauapebas,PA,Ativa
4630,FACULDADE DE TECNOLOGIA TECMED,TECMED,Privada,N,N,N,Faculdade,000000003549805,São José do Rio Preto,SP,Extinta
26249,CENTRO DE DESENVOLVIMENTO DA TECNOLOGIA NUCLEAR,CDTN,Pública,N,N,N,Escola de Governo,000000003106200,Belo Horizonte,MG,Ativa
22095,FACULDADE CESUMAR DE CAMPO GRANDE,FACCESUMAR,Privada,N,N,N,Faculdade,000000005002704,Campo Grande,MS,Ativa
15055,CENTRO UNIVERSITARIO UNIVERSO BELO HORIZONTE,,Privada,N,N,N,Centro Universitário,000000003106200,Belo Horizonte,MG,Ativa
4495,FACULDADE ANHANGUERA JARAGUÁ DO SUL,null,Privada,N,N,N,Faculdade,000000004208906,Jaraguá do Sul,SC,Ativa
17608,Centro Universitário Faep,null,Privada,N,N,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
22121,Faculdade de Ciências Médicas de Três Rios,FCM/TR,Privada,N,N,N,Faculdade,000000003306008,Três Rios,RJ,Ativa
24046,Faculdade da Associação Médica Paulista,APM,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
23866,FACULDADE EBPOS,EBPOS,Privada,N,N,N,Faculdade,000000005002704,Campo Grande,MS,Ativa
1934,Faculdade FASIPE,FASIPE,Privada,N,N,N,Faculdade,000000005107909,Sinop,MT,Ativa
26138,Faculdade ALFAUNIPAC de Teófilo Otoni,ALFAUNIPAC,Privada,N,N,N,Faculdade,000000003168606,Teófilo Otoni,MG,Ativa
12946,FACULDADE DE MATO GROSSO,FAMAT,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
1294,Centro Universitário das Américas,CAM,Privada,N,N,N,Centro Universitário,000000003550308,São Paulo,SP,Ativa
15839,FACULDADE PITÁGORAS UNOPAR DE JOÃO PESSOA,null,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Ativa
2814,FACULDADE SÃO SEBASTIÃO,null,Privada,N,N,N,Faculdade,000000003550704,São Sebastião,SP,Extinta
17460,FACULDADE Profissional,FAPRO,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,IIES,Privada,N,N,N,Faculdade,000000003522307,Itapetininga,SP,Ativa
23162,Centro de Ensino Superior de Contagem,,Privada,N,N,N,Faculdade,000000003118601,Contagem,MG,Extinta
25552,FACULDADE FASIPE PANTANAL,FASIPE,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
1639,FACULDADE HÉLIO ROCHA,FHR,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
1980,FACULDADE SINERGIA,SINERGIA,Privada,N,N,N,Faculdade,000000004211306,Navegantes,SC,Ativa
705,CENTRO UNIVERSITÁRIO SÃO JOSÉ,UNISJ,Privada,N,N,N,Centro Universitário,000000003304557,Rio de Janeiro,RJ,Ativa
22420,FACULDADE UNIRB - MACEIO,Faculdade Unirb,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Ativa
22966,Faculdade Instituto Brasileiro de Ensino,FACIBE,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
22246,FACULDADE MATIAS MACHLINE,FMM,Privada,N,N,N,Faculdade,000000001302603,Manaus,AM,Ativa
22264,Faculdade do Vale do Jaguaribe Mossoró,FVJ Mossoró,Privada,N,N,N,Faculdade,000000002408003,Mossoró,RN,Extinta
1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000003301009,Campos dos Goytacazes,RJ,Ativa
849,FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA,FAJE,Privada,S,S,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
23002,Faculdade de Tecnologia e Ciências - FTC N. Sra. do Socorro,FTC N S Socorro,Privada,N,N,N,Faculdade,000000002804805,Nossa Senhora do Socorro,SE,Ativa
17632,Faculdade CESUMAR de Londrina,FAC-CESUMAR,Privada,N,N,N,Faculdade,000000004113700,Londrina,PR,Ativa
18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Pública,N,N,N,Universidade,000000002903201,Barreiras,BA,Ativa
1941,FACULDADE CATÓLICA DE CUIABÁ,FACC-CBA,Privada,N,S,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
3495,FACULDADE PINHALZINHO,HORUS,Privada,N,N,N,Faculdade,000000004212908,Pinhalzinho,SC,Ativa
26281,FACULDADE DE ENSINO SETE,F7,Privada,N,N,N,Faculdade,000000001505502,Paragominas,PA,Ativa
1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Privada,N,N,N,Centro Universitário,000000003501608,Americana,SP,Ativa
14313,NOVA FACULDADE,NF,Privada,N,N,N,Faculdade,000000003118601,Contagem,MG,Ativa
19475,Faculdade Docktor,FADOCKTOR,Privada,N,N,N,Faculdade,000000003143906,Muriaé,MG,Ativa
1713,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,FATEF,Privada,N,N,N,Faculdade,000000003551009,São Vicente,SP,Ativa
2389,FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI,FFTP,Privada,N,N,N,Faculdade,000000003530607,Mogi das Cruzes,SP,Ativa
24209,Faculdade Soberana de Jacobina,Soberana,Privada,N,N,N,Faculdade,000000002917508,Jacobina,BA,Ativa
26443,International Orofacial Academy RP,IOA RP,Privada,N,N,N,Faculdade,000000003543402,Ribeirão Preto,SP,Ativa
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,Privada,N,N,N,Centro Universitário,000000002507507,João Pessoa,PB,Ativa
20584,FACULDADE SANTANA,,Privada,N,N,N,Faculdade,000000002210607,São Raimundo Nonato,PI,Ativa
4185,FACULDADE PERUIBE,FPBE,Privada,N,N,N,Faculdade,000000003537602,Peruíbe,SP,Ativa
3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,Privada,S,N,N,Faculdade,000000002611606,Recife,PE,Ativa
18623,FACULDADE ALIANÇA DO MARANHÃO,FAMAR,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
2076,CENTRO UNIVERSITÁRIO UNIRB,UNIRB,Privada,N,N,N,Centro Universitário,000000002927408,Salvador,BA,Ativa
21288,FACULDADE ESTÁCIO DE SÃO JOSÉ DOS PINHAIS,,Privada,N,N,N,Faculdade,000000004125506,São José dos Pinhais,PR,Extinta
1241,FACULDADE ESPÍRITO SANTENSE DE ENSINO TECNOLÓGICO,FAESTE,Privada,N,N,N,Faculdade,000000003201308,Cariacica,ES,Extinta
19788,FACULDADE ANHANGUERA DE PARAUAPEBAS,,Privada,N,N,N,Faculdade,000000001505536,Parauapebas,PA,Ativa
4784,FACULDADE CDL,null,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
24526,Faculdade Endex,Endex,Privada,N,N,N,Faculdade,000000003152501,Pouso Alegre,MG,Ativa
994,FACULDADE DE DUQUE DE CAXIAS,FDC,Privada,N,N,N,Faculdade,000000003301702,Duque de Caxias,RJ,Ativa
19252,FACULDADE DE TECNOLOGIA ALPHA CHANNEL,FATAC,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
26037,Faculdade UCEFF de Frederico Wetsphalen,UCEFF,Privada,N,N,N,Faculdade,000000004308508,Frederico Westphalen,RS,Ativa
23280,FACULDADE DE EDUCAÇÃO SUPERIOR IESLA,IESLA,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1708,CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,Privada,N,N,N,Centro Universitário,000000002611606,Recife,PE,Ativa
474,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO,FFCLDB,Privada,N,N,N,Faculdade,000000003304201,Resende,RJ,Ativa
22022,Instituto de Educação Morumbi,IEM,Privada,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,000000003550308,São Paulo,SP,Extinta
24437,FACULDADE SYNTESE,FASYNTE,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
4597,FACULDADE FUTURA,null,Privada,N,N,N,Faculdade,000000003557105,Votuporanga,SP,Ativa
17613,ACADEMIA NACIONAL DE POLÍCIA - ANP,ANP,Pública,N,N,N,Escola de Governo,000000005300108,Brasília,DF,Ativa
19284,FACULDADE BRASILEIRA DO RECÔNCAVO,FBBR,Privada,N,N,N,Faculdade,000000002909802,Cruz das Almas,BA,Ativa
4442,ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA,ESPA,Privada,N,N,N,Faculdade,000000003518800,Guarulhos,SP,Extinta
2808,FACULDADES ITECNE DE CASCAVEL,ITECNE,Privada,N,N,N,Faculdade,000000004104808,Cascavel,PR,Ativa
3516,FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO,FAC - SAUDE ARTHE,Privada,N,N,N,Faculdade,000000003101508,Além Paraíba,MG,Ativa
18625,Faculdade Anhanguera De Vitória Da Conquista,,Privada,N,N,N,Faculdade,000000002933307,Vitória da Conquista,BA,Ativa
3278,FACULDADE DE TECNOLOGIA MARTINUS,FACULDADES MARTINUS,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
3640,FACULDADE DE CIÊNCIAS ECONÔMICAS DE JEQUIÉ,FCEJ,Privada,N,N,N,Faculdade,000000002918001,Jequié,BA,Extinta
26339,Faculdade J&F,FAC J&F,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
13467,FACULDADE PRAKTOS,null,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
